Product ID,Month,Units Sold,Profit,ABC,XYZ
197,Апрель,14,6300.0,A,Z
197,Май,36,16200.0,A,Z
197,Июнь,10,4500.0,A,Z
197,Июль,20,9000.0,A,Z
198,Апрель,11,2200.0,C,Z
198,Май,28,5600.0,B,Z
198,Июнь,7,1400.0,B,Z
198,Июль,18,3600.0,B,Z
199,Апрель,14,4200.0,B,Z
199,Май,38,11400.0,A,Z
199,Июнь,10,3000.0,A,Z
199,Июль,25,7500.0,A,Z
200,Апрель,12,5760.0,A,Z
200,Май,34,16320.0,A,Z
200,Июнь,9,4320.0,A,Z
200,Июль,23,11040.0,A,Z
201,Апрель,11,2750.0,B,Z
201,Май,29,7250.0,B,Z
201,Июнь,7,1750.0,B,Z
201,Июль,21,5250.0,B,Z
202,Апрель,14,980.0,C,Z
202,Май,39,2730.0,C,Z
202,Июнь,10,700.0,C,Z
202,Июль,29,2030.0,C,Z
203,Апрель,10,1500.0,C,Z
203,Май,25,3750.0,B,Z
203,Июнь,6,900.0,C,Z
203,Июль,15,2250.0,C,Z
204,Апрель,14,4200.0,B,Z
204,Май,36,10800.0,A,Z
204,Июнь,9,2700.0,B,Z
204,Июль,21,6300.0,B,Z
205,Апрель,8,4000.0,B,Z
205,Май,23,11500.0,A,Z
205,Июнь,6,3000.0,A,Z
205,Июль,19,9500.0,A,Z
206,Апрель,13,1690.0,C,Z
206,Май,37,4810.0,B,Z
206,Июнь,10,1300.0,B,Z
206,Июль,20,2600.0,C,Z
207,Апрель,8,4000.0,B,Z
207,Май,25,12500.0,A,Z
207,Июнь,6,3000.0,A,Z
207,Июль,18,9000.0,A,Z
208,Апрель,11,4400.0,B,Z
208,Май,33,13200.0,A,Z
208,Июнь,9,3600.0,B,Z
208,Июль,16,6400.0,B,Z
209,Апрель,10,1500.0,C,Z
209,Май,28,4200.0,B,Z
209,Июнь,5,750.0,B,Z
209,Июль,17,2550.0,C,Z
210,Апрель,3,780.0,C,Z
210,Май,1,260.0,C,Z
210,Июнь,1,260.0,C,Z
210,Июль,4,1040.0,C,Z
211,Апрель,4,2400.0,B,Z
211,Май,1,600.0,C,Z
211,Июнь,3,1800.0,C,Z
211,Июль,1,600.0,C,Z
212,Апрель,10,2000.0,C,Z
212,Май,29,5800.0,B,Z
212,Июнь,5,1000.0,B,Z
212,Июль,25,5000.0,B,Z
213,Апрель,12,12000.0,A,Z
213,Май,34,34000.0,A,Z
213,Июнь,7,7000.0,A,Z
213,Июль,17,17000.0,A,Z
214,Апрель,0,0.0,C,Z
214,Май,3,1050.0,C,Z
214,Июнь,4,1400.0,C,Z
214,Июль,3,1050.0,C,Z
215,Апрель,9,1980.0,C,Z
215,Май,30,6600.0,B,Z
215,Июнь,7,1540.0,B,Z
215,Июль,14,3080.0,B,Z
216,Апрель,2,800.0,C,Z
216,Май,3,1200.0,C,Z
216,Июнь,0,0.0,C,Z
216,Июль,2,800.0,C,Z
217,Апрель,7,3500.0,B,Z
217,Май,18,9000.0,A,Z
217,Июнь,2,1000.0,A,Z
217,Июль,20,10000.0,A,Z
218,Апрель,7,3850.0,B,Z
218,Май,27,14850.0,A,Z
218,Июнь,4,2200.0,A,Z
218,Июль,19,10450.0,A,Z
219,Апрель,7,8260.0,A,Z
219,Май,21,24780.0,A,Z
219,Июнь,2,2360.0,A,Z
219,Июль,14,16520.0,A,Z
220,Апрель,2,1060.0,C,Z
220,Май,3,1590.0,C,Z
220,Июнь,0,0.0,C,Z
220,Июль,4,2120.0,C,Z
221,Апрель,4,380.0,C,Z
221,Май,4,380.0,C,Z
221,Июнь,0,0.0,C,Z
221,Июль,2,190.0,C,Z
222,Апрель,1,85.0,C,Z
222,Май,0,0.0,C,Z
222,Июнь,2,170.0,C,Z
222,Июль,2,170.0,C,Z
223,Апрель,5,1250.0,C,Z
223,Май,18,4500.0,B,Z
223,Июнь,2,500.0,B,Z
223,Июль,16,4000.0,B,Z
224,Апрель,6,1680.0,C,Z
224,Май,21,5880.0,B,Z
224,Июнь,2,560.0,B,Z
224,Июль,18,5040.0,B,Z
225,Апрель,7,980.0,C,Z
225,Май,26,3640.0,B,Z
225,Июнь,3,420.0,C,Z
225,Июль,14,1960.0,C,Z
226,Апрель,2,520.0,C,Z
226,Май,2,520.0,C,Z
226,Июнь,0,0.0,C,Z
226,Июль,4,1040.0,C,Z
227,Апрель,8,4800.0,B,Z
227,Май,33,19800.0,A,Z
227,Июнь,5,3000.0,A,Z
227,Июль,15,9000.0,A,Z
228,Апрель,7,2800.0,B,Z
228,Май,32,12800.0,A,Z
228,Июнь,5,2000.0,B,Z
228,Июль,15,6000.0,B,Z
229,Апрель,5,1800.0,C,Z
229,Май,18,6480.0,B,Z
229,Июнь,1,360.0,B,Z
229,Июль,12,4320.0,B,Z
230,Апрель,6,3600.0,B,Z
230,Май,22,13200.0,A,Z
230,Июнь,1,600.0,A,Z
230,Июль,19,11400.0,A,Z
231,Апрель,7,3850.0,B,Z
231,Май,32,17600.0,A,Z
231,Июнь,5,2750.0,A,Z
231,Июль,14,7700.0,A,Z
232,Апрель,1,260.0,C,Z
232,Май,0,0.0,C,Z
232,Июнь,2,520.0,C,Z
232,Июль,3,780.0,C,Z
233,Апрель,5,2500.0,B,Z
233,Май,23,11500.0,A,Z
233,Июнь,1,500.0,B,Z
233,Июль,12,6000.0,B,Z
234,Апрель,5,2000.0,C,Z
234,Май,28,11200.0,A,Z
234,Июнь,2,800.0,B,Z
234,Июль,10,4000.0,B,Z
235,Апрель,0,0.0,C,Z
235,Май,2,800.0,C,Z
235,Июнь,0,0.0,C,Z
235,Июль,2,800.0,C,Z
236,Апрель,2,620.0,C,Z
236,Май,0,0.0,C,Z
236,Июнь,0,0.0,C,Z
236,Июль,2,620.0,C,Z
237,Апрель,1,600.0,C,Z
237,Май,0,0.0,C,Z
237,Июнь,0,0.0,C,Z
237,Июль,1,600.0,C,Z
238,Апрель,0,0.0,C,Z
238,Май,3,1350.0,C,Z
238,Июнь,3,1350.0,C,Z
238,Июль,0,0.0,C,Z
239,Апрель,0,0.0,C,Z
239,Май,0,0.0,C,Z
239,Июнь,1,340.0,C,Z
239,Июль,1,340.0,C,Z
240,Апрель,2,1000.0,C,Z
240,Май,0,0.0,C,Z
240,Июнь,0,0.0,C,Z
240,Июль,3,1500.0,C,Z
241,Апрель,0,0.0,C,Z
241,Май,0,0.0,C,Z
241,Июнь,1,700.0,C,Z
241,Июль,2,1400.0,C,Z
242,Апрель,0,0.0,C,Z
242,Май,0,0.0,C,Z
242,Июнь,0,0.0,C,Z
242,Июль,1,400.0,C,Z
243,Апрель,0,0.0,C,Z
243,Май,1,850.0,C,Z
243,Июнь,0,0.0,C,Z
243,Июль,0,0.0,C,Z
244,Апрель,1,600.0,C,Z
244,Май,1,600.0,C,Z
244,Июнь,1,600.0,C,Z
244,Июль,0,0.0,C,Z
